Nume_Sala,Email_Sala,Cladire,Optiune_Delegat,PublishedCalendarUrl,PublishedICalUrl
UTCN - AIRI Observatorului 2 - Sala 504,utcn_room_airi_obs_504@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/14a11fe870d74947b22558caca6e8b68@campus.utcluj.ro/9a1acde9550b4ec9afc9fc0fffa3298313521416865616354597/calendar.html,http://outlook.office365.com/owa/calendar/14a11fe870d74947b22558caca6e8b68@campus.utcluj.ro/9a1acde9550b4ec9afc9fc0fffa3298313521416865616354597/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 503,utcn_room_airi_obs_503@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/8dd21f7aea0b48a18a70dc29213115f1@campus.utcluj.ro/ec395041033c48f887be68046d3976313481444369486133191/calendar.html,http://outlook.office365.com/owa/calendar/8dd21f7aea0b48a18a70dc29213115f1@campus.utcluj.ro/ec395041033c48f887be68046d3976313481444369486133191/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 502,utcn_room_airi_obs_502@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/db4a8fbccc7d46bfb19113400da2f458@campus.utcluj.ro/26958b12e0e941cf85d64d7d14bac0ef9859296705225930443/calendar.html,http://outlook.office365.com/owa/calendar/db4a8fbccc7d46bfb19113400da2f458@campus.utcluj.ro/26958b12e0e941cf85d64d7d14bac0ef9859296705225930443/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 523,utcn_room_airi_obs_523@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/6abb029c2ef04b27a582646abbfc4c08@campus.utcluj.ro/6d89a5f0ea8042cc8b78d7f5a5c8d8508743044546396921248/calendar.html,http://outlook.office365.com/owa/calendar/6abb029c2ef04b27a582646abbfc4c08@campus.utcluj.ro/6d89a5f0ea8042cc8b78d7f5a5c8d8508743044546396921248/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 423,utcn_room_airi_obs_423@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/ff1e19f2286a40129b32dc57b269e97c@campus.utcluj.ro/628337056fbb42bd99d83ed394de9a2812415035872309508805/calendar.html,http://outlook.office365.com/owa/calendar/ff1e19f2286a40129b32dc57b269e97c@campus.utcluj.ro/628337056fbb42bd99d83ed394de9a2812415035872309508805/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 418,utcn_room_airi_obs_418@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/18b4fac381db4a6f9678d114edac04ea@campus.utcluj.ro/e0a27bc44f0a44d89bf1b408cfb310b316852531619586622916/calendar.html,http://outlook.office365.com/owa/calendar/18b4fac381db4a6f9678d114edac04ea@campus.utcluj.ro/e0a27bc44f0a44d89bf1b408cfb310b316852531619586622916/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 416,utcn_room_airi_obs_416@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/d721f5c7267c4f44896c25e53a2df898@campus.utcluj.ro/00909defe6104fc783169b6c120108743889436417842858006/calendar.html,http://outlook.office365.com/owa/calendar/d721f5c7267c4f44896c25e53a2df898@campus.utcluj.ro/00909defe6104fc783169b6c120108743889436417842858006/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 407,utcn_room_airi_obs_407@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/f493fa31634a40cd9574240089393298@campus.utcluj.ro/f3c2b78fdb644f96b25c96644d5fa8d013244098106707257210/calendar.html,http://outlook.office365.com/owa/calendar/f493fa31634a40cd9574240089393298@campus.utcluj.ro/f3c2b78fdb644f96b25c96644d5fa8d013244098106707257210/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 428,utcn_room_airi_obs_428@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/47b4d56ec58d4939b3476e271565deab@campus.utcluj.ro/f290e5581c204704829e1e3eb89f1f5c752879054332011073/calendar.html,http://outlook.office365.com/owa/calendar/47b4d56ec58d4939b3476e271565deab@campus.utcluj.ro/f290e5581c204704829e1e3eb89f1f5c752879054332011073/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 427,utcn_room_airi_obs_427@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/80273a4ccae14c26a3afcb85eae4cc31@campus.utcluj.ro/d73e7e94438e4691b9893451cb66365511413093477986834969/calendar.html,http://outlook.office365.com/owa/calendar/80273a4ccae14c26a3afcb85eae4cc31@campus.utcluj.ro/d73e7e94438e4691b9893451cb66365511413093477986834969/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 426,utcn_room_airi_obs_426@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/4299286d9ffe441c828b648b9eb8e557@campus.utcluj.ro/2d81e659c48749178bd91a2cde27932d4778800432436374368/calendar.html,http://outlook.office365.com/owa/calendar/4299286d9ffe441c828b648b9eb8e557@campus.utcluj.ro/2d81e659c48749178bd91a2cde27932d4778800432436374368/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 404,utcn_room_airi_obs_404@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/a07b74a31e1443539656b0afba60042b@campus.utcluj.ro/e954315ffc27462f9a6619638dd181a73198420335934627107/calendar.html,http://outlook.office365.com/owa/calendar/a07b74a31e1443539656b0afba60042b@campus.utcluj.ro/e954315ffc27462f9a6619638dd181a73198420335934627107/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 403,utcn_room_airi_obs_403@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/271f31d815d849489edaed33959bcfb8@campus.utcluj.ro/74d38c0b89d34adcba15278b66ff64949656482739591566560/calendar.html,http://outlook.office365.com/owa/calendar/271f31d815d849489edaed33959bcfb8@campus.utcluj.ro/74d38c0b89d34adcba15278b66ff64949656482739591566560/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 402,utcn_room_airi_obs_402@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/05025b15ab884719a8774aaaace118c2@campus.utcluj.ro/f9388964800f47c7a64b10730006129816237767699205134861/calendar.html,http://outlook.office365.com/owa/calendar/05025b15ab884719a8774aaaace118c2@campus.utcluj.ro/f9388964800f47c7a64b10730006129816237767699205134861/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 425,utcn_room_airi_obs_425@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/fa0b415e678142029941285487511baf@campus.utcluj.ro/99d9f537aa4247e98cdc3b67fa3f5f593331518140728516756/calendar.html,http://outlook.office365.com/owa/calendar/fa0b415e678142029941285487511baf@campus.utcluj.ro/99d9f537aa4247e98cdc3b67fa3f5f593331518140728516756/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 323,utcn_room_airi_obs_323@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/b357254bb24647f78ffc8aa69f596823@campus.utcluj.ro/0176e4b0ea47443f83bcf007002a9f1613362169572306228119/calendar.html,http://outlook.office365.com/owa/calendar/b357254bb24647f78ffc8aa69f596823@campus.utcluj.ro/0176e4b0ea47443f83bcf007002a9f1613362169572306228119/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 318,utcn_room_airi_obs_318@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/f4b409928a4c4124b3a7e0e1e45af815@campus.utcluj.ro/9fd34b1a5aac43f4b2af0e2e6420256112725172051649695618/calendar.html,http://outlook.office365.com/owa/calendar/f4b409928a4c4124b3a7e0e1e45af815@campus.utcluj.ro/9fd34b1a5aac43f4b2af0e2e6420256112725172051649695618/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 317,utcn_room_airi_obs_317@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/5ecb7337eab142969de1b1f007c243ff@campus.utcluj.ro/7c081caae42e47319465504554426af610499018764481135174/calendar.html,http://outlook.office365.com/owa/calendar/5ecb7337eab142969de1b1f007c243ff@campus.utcluj.ro/7c081caae42e47319465504554426af610499018764481135174/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 316,utcn_room_airi_obs_316@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/4b78a489438d4397ab065237c2fb9909@campus.utcluj.ro/76d2c2302d5c49b0944d7cdbfb34bbe32620730198017950932/calendar.html,http://outlook.office365.com/owa/calendar/4b78a489438d4397ab065237c2fb9909@campus.utcluj.ro/76d2c2302d5c49b0944d7cdbfb34bbe32620730198017950932/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 307,utcn_room_airi_obs_307@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/3b3968253057473895627a9f5db39626@campus.utcluj.ro/bae9585786094b46879a1da0239df6997006178516024745136/calendar.html,http://outlook.office365.com/owa/calendar/3b3968253057473895627a9f5db39626@campus.utcluj.ro/bae9585786094b46879a1da0239df6997006178516024745136/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 328,utcn_room_airi_obs_328@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/edf3d71e91d54f698c309b8564a68c84@campus.utcluj.ro/233719a8802f4b738dbd57a3c677321410364370949032218393/calendar.html,http://outlook.office365.com/owa/calendar/edf3d71e91d54f698c309b8564a68c84@campus.utcluj.ro/233719a8802f4b738dbd57a3c677321410364370949032218393/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 327,utcn_room_airi_obs_327@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/18c6148ee0c6495880672ef9c270b9dd@campus.utcluj.ro/5ff0bdb8734d4e18b0ba6bc65a8028d19411086372293245115/calendar.html,http://outlook.office365.com/owa/calendar/18c6148ee0c6495880672ef9c270b9dd@campus.utcluj.ro/5ff0bdb8734d4e18b0ba6bc65a8028d19411086372293245115/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 326,utcn_room_airi_obs_326@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/a6859459497a4c1c9c1e184cc78ae012@campus.utcluj.ro/71e93be74e104973adfa9af3ae72f00c14499971520356935215/calendar.html,http://outlook.office365.com/owa/calendar/a6859459497a4c1c9c1e184cc78ae012@campus.utcluj.ro/71e93be74e104973adfa9af3ae72f00c14499971520356935215/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 304,utcn_room_airi_obs_304@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/fa41af113df74f92b55ce09eb15a50df@campus.utcluj.ro/926ab04e83b24881a44551bc7267e1ea9771455757049915068/calendar.html,http://outlook.office365.com/owa/calendar/fa41af113df74f92b55ce09eb15a50df@campus.utcluj.ro/926ab04e83b24881a44551bc7267e1ea9771455757049915068/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 303,utcn_room_airi_obs_303@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/4dc72dc502bf48c7aa7ac9e1bae22890@campus.utcluj.ro/27bb5513ef4c48a39ea4a0c4b178905011184734623697262653/calendar.html,http://outlook.office365.com/owa/calendar/4dc72dc502bf48c7aa7ac9e1bae22890@campus.utcluj.ro/27bb5513ef4c48a39ea4a0c4b178905011184734623697262653/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 302,utcn_room_airi_obs_302@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/e182e6d6341f452f8c96818578c52ef6@campus.utcluj.ro/9df27367bf214dafb233da092bc233598181410381887938532/calendar.html,http://outlook.office365.com/owa/calendar/e182e6d6341f452f8c96818578c52ef6@campus.utcluj.ro/9df27367bf214dafb233da092bc233598181410381887938532/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 325,utcn_room_airi_obs_325@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/dc14b392dac24271bc48304776ca25a6@campus.utcluj.ro/a92e7f17627f487080a6672d6e6fe7e94527843340417364429/calendar.html,http://outlook.office365.com/owa/calendar/dc14b392dac24271bc48304776ca25a6@campus.utcluj.ro/a92e7f17627f487080a6672d6e6fe7e94527843340417364429/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 305,utcn_room_airi_obs_305@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/8e9034c7ae0a48c2a411bfd7db8c0ec3@campus.utcluj.ro/374b7bfaa90b4c6fb01b742853e3b3357617600720402185189/calendar.html,http://outlook.office365.com/owa/calendar/8e9034c7ae0a48c2a411bfd7db8c0ec3@campus.utcluj.ro/374b7bfaa90b4c6fb01b742853e3b3357617600720402185189/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 223,utcn_room_airi_obs_223@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/081396c8271b4f7ebc1fe5c347499f39@campus.utcluj.ro/8bd87950ebaa411bbeb1cfe7458f41f01842029406743451474/calendar.html,http://outlook.office365.com/owa/calendar/081396c8271b4f7ebc1fe5c347499f39@campus.utcluj.ro/8bd87950ebaa411bbeb1cfe7458f41f01842029406743451474/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 218,utcn_room_airi_obs_218@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/c3c788db3c5444e3be8cbe21907ed306@campus.utcluj.ro/64c4824290724eec8590ea208143738a17241629958252910651/calendar.html,http://outlook.office365.com/owa/calendar/c3c788db3c5444e3be8cbe21907ed306@campus.utcluj.ro/64c4824290724eec8590ea208143738a17241629958252910651/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 217,utcn_room_airi_obs_217@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/02883c38b26e480b99f8cc76c0e7b19a@campus.utcluj.ro/4c1aa433da6e4624935bb97ecefe4d656980291791111468005/calendar.html,http://outlook.office365.com/owa/calendar/02883c38b26e480b99f8cc76c0e7b19a@campus.utcluj.ro/4c1aa433da6e4624935bb97ecefe4d656980291791111468005/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 216,utcn_room_airi_obs_216@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/c5ffb7c601bb4252b70be47baf796b95@campus.utcluj.ro/4bf721c315d641a2a79c46089c03ae811091158201220480126/calendar.html,http://outlook.office365.com/owa/calendar/c5ffb7c601bb4252b70be47baf796b95@campus.utcluj.ro/4bf721c315d641a2a79c46089c03ae811091158201220480126/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 207,utcn_room_airi_obs_207@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/cea15869e6fe4eca81409b71c2566cee@campus.utcluj.ro/2e2abf3425a24b518ba4e902e420d61b3790923002459984107/calendar.html,http://outlook.office365.com/owa/calendar/cea15869e6fe4eca81409b71c2566cee@campus.utcluj.ro/2e2abf3425a24b518ba4e902e420d61b3790923002459984107/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 228,utcn_room_airi_obs_228@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/4054c857d5f44b9fa0faf4efe738e9b9@campus.utcluj.ro/81538571cd8d46cbbdbc81efef3703eb17892466298974091612/calendar.html,http://outlook.office365.com/owa/calendar/4054c857d5f44b9fa0faf4efe738e9b9@campus.utcluj.ro/81538571cd8d46cbbdbc81efef3703eb17892466298974091612/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 227,utcn_room_airi_obs_227@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/6f2c8e895dd846efb7d87abb91964070@campus.utcluj.ro/733970e55a024e42b2af8e5c7e2770a25138278416839213454/calendar.html,http://outlook.office365.com/owa/calendar/6f2c8e895dd846efb7d87abb91964070@campus.utcluj.ro/733970e55a024e42b2af8e5c7e2770a25138278416839213454/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 226,utcn_room_airi_obs_226@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/69e99a33c2514784bbc900e15111c433@campus.utcluj.ro/d60311c129b54da4bbc8fea3b529d84710190988020130014919/calendar.html,http://outlook.office365.com/owa/calendar/69e99a33c2514784bbc900e15111c433@campus.utcluj.ro/d60311c129b54da4bbc8fea3b529d84710190988020130014919/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 203,utcn_room_airi_obs_203@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/53bd84fa68424b629e35e70225dcec43@campus.utcluj.ro/b0a28103fccb43168eec808a53d9d67c2703605951016120367/calendar.html,http://outlook.office365.com/owa/calendar/53bd84fa68424b629e35e70225dcec43@campus.utcluj.ro/b0a28103fccb43168eec808a53d9d67c2703605951016120367/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 202,utcn_room_airi_obs_202@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/ea43b46f436d480da6a6b0f83f42bef5@campus.utcluj.ro/8592bca6b8294873bcdd4c0beb65fbe211083143506326222116/calendar.html,http://outlook.office365.com/owa/calendar/ea43b46f436d480da6a6b0f83f42bef5@campus.utcluj.ro/8592bca6b8294873bcdd4c0beb65fbe211083143506326222116/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 225,utcn_room_airi_obs_225@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/801c604a62684a7ca913a76cc11d268d@campus.utcluj.ro/5c22c7e9aca24765a74d5e5ca7cf732610082240032892117517/calendar.html,http://outlook.office365.com/owa/calendar/801c604a62684a7ca913a76cc11d268d@campus.utcluj.ro/5c22c7e9aca24765a74d5e5ca7cf732610082240032892117517/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 16,utcn_room_airi_obs_16@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/622c44881dfc460390e946285970578a@campus.utcluj.ro/001c4f0627f2474e9ea5ea005b7ba55c15289366763008537379/calendar.html,http://outlook.office365.com/owa/calendar/622c44881dfc460390e946285970578a@campus.utcluj.ro/001c4f0627f2474e9ea5ea005b7ba55c15289366763008537379/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 123,utcn_room_airi_obs_123@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/106015d409ff47a7b6c1e916825d9fcc@campus.utcluj.ro/1cbe95069049479eaae3bb9a7d6b6ce115651159477365913006/calendar.html,http://outlook.office365.com/owa/calendar/106015d409ff47a7b6c1e916825d9fcc@campus.utcluj.ro/1cbe95069049479eaae3bb9a7d6b6ce115651159477365913006/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 118,utcn_room_airi_obs_118@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/4d9a87d7362d4855a1834580b7c7274f@campus.utcluj.ro/b07cd6ecb1f64f3f996c13c867509ef413579619657383683114/calendar.html,http://outlook.office365.com/owa/calendar/4d9a87d7362d4855a1834580b7c7274f@campus.utcluj.ro/b07cd6ecb1f64f3f996c13c867509ef413579619657383683114/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 117,utcn_room_airi_obs_117@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/6c8a613c92e54dd382428e24b1605d00@campus.utcluj.ro/dbb34bcc6e0b470b8d304c1538e5c25a17227850326186938536/calendar.html,http://outlook.office365.com/owa/calendar/6c8a613c92e54dd382428e24b1605d00@campus.utcluj.ro/dbb34bcc6e0b470b8d304c1538e5c25a17227850326186938536/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 116,utcn_room_airi_obs_116@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/08a22b78bf03475e9595bf5079bc6fc9@campus.utcluj.ro/14ac599657d84b7bbb79286c5bd119637554613537923573716/calendar.html,http://outlook.office365.com/owa/calendar/08a22b78bf03475e9595bf5079bc6fc9@campus.utcluj.ro/14ac599657d84b7bbb79286c5bd119637554613537923573716/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 107,utcn_room_airi_obs_107@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,https://outlook.office365.com/owa/calendar/bd544d0e58d04717958bf88a88927976@campus.utcluj.ro/88846a5e6c8a4bbfbb9b9d92f03295586707960592668117762/calendar.html,https://outlook.office365.com/owa/calendar/bd544d0e58d04717958bf88a88927976@campus.utcluj.ro/88846a5e6c8a4bbfbb9b9d92f03295586707960592668117762/calendar.ics
